A10300		41	0	0	0	0	0
A10303		28	0	0	0	0	0
A10304		41	0	0	0	0	0
A10308		41	0	0	0	0	0
A10310		41	0	0	0	0	0
A10318		41	0	0	0	0	0
A10324		42	0	0	0	0	0
A1032C		42	0	0	0	0	0
A10338		42	0	0	0	0	0
A10344		41	0	0	0	0	0
A1034C		41	0	0	0	0	0
A10354		41	0	0	0	0	0
A10360		41	0	0	0	0	0
A1036C		41	0	0	0	0	0
A10374		1	0	0	0	0	0
A10388		94	0	0	0	0	0
A1039C		66	0	0	0	0	0
A103B0		169	0	0	0	0	0
A103C4		169	0	0	0	0	0
A10307		228	0	0	0	0	0
A10100		41	0	0	0	0	0
A10103		252	0	0	0	0	0
A10104		41	0	0	0	0	0
A10108		41	0	0	0	0	0
A102C8		159	0	0	0	0	0
A10210		41	0	0	0	0	0
A10118		41	0	0	0	0	0
A10124		41	0	0	0	0	0
A1012C		41	0	0	0	0	0
A10138		41	0	0	0	0	0
A10144		41	0	0	0	0	0
A1014C		41	0	0	0	0	0
A10154		41	0	0	0	0	0
A10160		41	0	0	0	0	0
A1026C		41	0	0	0	0	0
A10174		2	0	0	0	0	0
A10188		70	0	0	0	0	0
A1019C		70	0	0	0	0	0
A101B0		194	0	0	0	0	0
A101C4		70	0	0	0	0	0
A10600		41	0	0	0	0	0
A10704		41	0	0	0	0	0
A10908		41	0	0	0	0	0
A10710		41	0	0	0	0	0
A10918		41	0	0	0	0	0
A10624		41	0	0	0	0	0
A1072C		41	0	0	0	0	0
A10738		41	0	0	0	0	0
A10644		4	0	0	0	0	0
A1094C		5	0	0	0	0	0
A10707		236	0	0	0	0	0
A10754		6	0	0	0	0	0
A10760		41	0	0	0	0	0
A1076C		41	0	0	0	0	0
A10774		7	0	0	0	0	0
A10788		21	0	0	0	0	0
A1079C		74	0	0	0	0	0
A107B0		74	0	0	0	0	0
A107C4		74	0	0	0	0	0
A10A00		41	0	0	0	0	0
A10A04		41	0	0	0	0	0
A10A08		41	0	0	0	0	0
A10B10		41	0	0	0	0	0
A10B18		41	0	0	0	0	0
A10B24		41	0	0	0	0	0
A10A2C		41	0	0	0	0	0
A10A38		41	0	0	0	0	0
A10A0B		244	0	0	0	0	0
A10B07		248	0	0	0	0	0
A10B44		41	0	0	0	0	0
A10A4C		3	0	0	0	0	0
A10B54		41	0	0	0	0	0
A10B60		41	0	0	0	0	0
A10B6C		41	0	0	0	0	0
A10A74		13	0	0	0	0	0
A10B88		102	0	0	0	0	0
A10B9C		22	0	0	0	0	0
A10BB0		147	0	0	0	0	0
A10BC4		147	0	0	0	0	0
910D00		41	0	0	0	0	0
910D04		41	0	0	0	0	0
910D08		120	0	0	0	0	0
910D10		121	0	0	0	0	0
910D18		122	0	0	0	0	0
910D24		41	0	0	0	0	0
910D2C		41	0	0	0	0	0
910D38		123	0	0	0	0	0
910D44		41	0	0	0	0	0
910D4C		124	0	0	0	0	0
910D54		125	0	0	0	0	0
910D60		126	0	0	0	0	0
910D6C		8	0	0	0	0	0
910D74		98	0	0	0	0	0
910D88		127	0	0	0	0	0
910D9C		131	0	0	0	0	0
910DB0		189	0	0	0	0	0
910DC4		531	0	0	0	0	0
910D07		220	0	0	0	0	0
A10E00		41	0	0	0	0	0
A10E04		41	0	0	0	0	0
A10E07		232	0	0	0	0	0
A10E08		41	0	0	0	0	0
A10E10		41	0	0	0	0	0
A10E18		41	0	0	0	0	0
A10E24		41	0	0	0	0	0
A10E2C		41	0	0	0	0	0
A10E38		41	0	0	0	0	0
A10E44		41	0	0	0	0	0
A10E4C		41	0	0	0	0	0
A10E54		41	0	0	0	0	0
A10E60		12	0	0	0	0	0
A10E6C		41	0	0	0	0	0
A10E74		86	0	0	0	0	0
A10E88		23	0	0	0	0	0
A10E9C		179	0	0	0	0	0
A10EB0		189	0	0	0	0	0
A10EC4		70	0	0	0	0	0
A10F00		41	0	0	0	0	0
A10F03		256	0	0	0	0	0
A10F04		41	0	0	0	0	0
A10F08		41	0	0	0	0	0
A10F10		41	0	0	0	0	0
A10F18		41	0	0	0	0	0
A11024		41	0	0	0	0	0
A10F2C		41	0	0	0	0	0
A11038		41	0	0	0	0	0
A10F44		41	0	0	0	0	0
A10F4C		14	0	0	0	0	0
A11054		15	0	0	0	0	0
A1090B		224	0	0	0	0	0
A10F60		16	0	0	0	0	0
A1106C		17	0	0	0	0	0
A10F74		90	0	0	0	0	0
A11088		106	0	0	0	0	0
A110B0		174	0	0	0	0	0
A10F9C		24	0	0	0	0	0
A10FB0		155	0	0	0	0	0
A10FC4		112	0	0	0	0	0
A11007		240	0	0	0	0	0
A11100		41	0	0	0	0	0
A11602		41	0	0	0	0	0
A11804		41	0	0	0	0	0
A11308		41	0	0	0	0	0
A1130C		41	0	0	0	0	0
A11207		219	0	0	0	0	0
A11212		18	0	0	0	0	0
A11116		41	0	0	0	0	0
A1131C		41	0	0	0	0	0
A11322		41	0	0	0	0	0
A11226		41	0	0	0	0	0
A11611		218	0	0	0	0	0
A1112A		41	0	0	0	0	0
A11330		19	0	0	0	0	0
A11136		9	0	0	0	0	0
A1133A		10	0	0	0	0	0
A11344		41	0	0	0	0	0
A1134E		41	0	0	0	0	0
A11358		41	0	0	0	0	0
A11362		41	0	0	0	0	0
A11A0F		215	0	0	0	0	0
411462		41	0	0	0	0	0
411480		41	0	0	0	0	0
411586		41	0	0	0	0	0
41148A		41	0	0	0	0	0
41148E		41	0	0	0	0	0
411494		41	0	0	0	0	0
41179A		41	0	0	0	0	0
41159E		41	0	0	0	0	0
4114A8		41	0	0	0	0	0
4114B2		41	0	0	0	0	0
4114BC		41	0	0	0	0	0
4114C6		41	0	0	0	0	0
411407		214	0	0	0	0	0
411707		217	0	0	0	0	0
411507		216	0	0	0	0	0
A1130B		213	0	0	0	0	0
A10500		41	0	0	0	0	0
A10501		41	0	0	0	0	0
A10502		41	0	0	0	0	0
A10503		41	0	0	0	0	0
A10504		41	0	0	0	0	0
A10505		41	0	0	0	0	0
A10506		41	0	0	0	0	0
A10507		41	0	0	0	0	0
A10508		41	0	0	0	0	0
A10509		41	0	0	0	0	0
A1080A		41	0	0	0	0	0
A1080B		41	0	0	0	0	0
A1080C		41	0	0	0	0	0
A1080D		41	0	0	0	0	0
A1080E		41	0	0	0	0	0
A1080F		41	0	0	0	0	0
A10810		41	0	0	0	0	0
A10811		41	0	0	0	0	0
A10812		41	0	0	0	0	0
A10813		41	0	0	0	0	0
412000		160	0	0	0	0	0
412074		160	0	0	0	0	0
41209C		160	0	0	0	0	0
4120C4		160	0	0	0	0	0
900700		41	0	0	0	0	0
900704		41	0	0	0	0	0
900708		41	0	0	0	0	0
90070C		41	0	0	0	0	0
900710		41	0	0	0	0	0
900714		41	0	0	0	0	0
900718		41	0	0	0	0	0
90071C		41	0	0	0	0	0
900720		41	0	0	0	0	0
900724		139	0	0	0	0	0
900728		140	0	0	0	0	0
90072C		41	0	0	0	0	0
90072E		41	0	0	0	0	0
90072F		41	0	0	0	0	0
900730		41	0	0	0	0	0
